data,ciutat,categoria,import
2024-09-04,Málaga,Alimentació,195.86
2024-08-28,Bilbao,Alimentació,98.04
2024-05-14,Barcelona,Roba,290.73
2024-02-05,València,Electrònica,124.08
2024-08-06,Madrid,Llar,229.06
2024-05-04,Alacant,Electrònica,109.97
2024-07-17,València,Roba,NA
2024-05-12,Barcelona,Llibres,464.37
2024-04-10,Barcelona,Alimentació,267.13
2024-08-17,València,Llibres,NA
2024-04-04,Madrid,Electrònica,289.74
2024-04-03,Sevilla,Roba,312.01
2024-12-13,València,Electrònica,412.91
2024-12-09,València,Alimentació,177.08
2024-05-23,Sevilla,Llibres,
2024-03-17,Málaga,Esport,156.14
2024-12-08,Barcelona,Llibres,97.74
2024-08-05,Alacant,Llibres,170.36
2024-03-09,Málaga,Alimentació,427.28
2024-10-12,Alacant,Esport,
2024-04-16,Barcelona,Joguines,
2024-11-10,Málaga,Esport,378.72
2024-02-04,Madrid,Llibres,247.88
2024-06-18,Madrid,Llar,232.08
2024-06-10,Saragossa,Esport,429.19
2024-10-16,Barcelona,Llibres,321.7
2024-03-14,Málaga,Llibres,181.81
2024-01-08,Sevilla,Llibres,182.91
2024-12-03,Barcelona,Llar,482.9
2024-11-22,Sevilla,Llar,438.67
2024-03-09,Málaga,Roba,198.56
2024-07-09,Madrid,Electrònica,352.41
2024-10-04,València,Llar,397.3
2024-06-10,Barcelona,Electrònica,344.34
2024-08-22,Barcelona,Roba,333.84
2024-05-16,Madrid,Joguines,229.66
2024-04-10,Málaga,Electrònica,NA
2024-05-01,València,Llibres,29.7
2024-03-12,Málaga,Joguines,334.34
2024-09-05,Alacant,Llibres,497.98
2024-04-14,Sevilla,Electrònica,20.91
2024-06-08,"Barcelona, ES",Llibres,202.56
2024-02-09,Alacant,Esport,284.13
2024-11-11,"Barcelona, ES",Alimentació,103.76
2024-03-14,Sevilla,Roba,152.18
2024-11-15,Sevilla,Llar,417.76
2024-02-05,Sevilla,Llibres,467.77
2024-12-12,València,Llar,480.92
2024-08-01,Málaga,Electrònica,213.35
2024-03-20,Málaga,Joguines,258.54
2024-03-20,Sevilla,Esport,31.5
2024-07-05,València,Electrònica,382.68
2024-09-15,Málaga,Electrònica,NA
2024-11-04,Madrid,Electrònica,284.89
2024-12-11,Málaga,Electrònica,338.83
2024-12-23,Barcelona,Alimentació,283.21
2024-08-05,Madrid,Llibres,81.61
2024-11-10,Saragossa,Electrònica,313.71
2024-04-04,Barcelona,Alimentació,64.91
2024-02-08,Barcelona,Llar,
2024-09-15,Madrid,Electrònica,244.44
2024-03-27,Madrid,Joguines,411.73
2024-11-15,Málaga,Esport,77.39
2024-01-06,Barcelona,Llibres,89.53
2024-12-23,Sevilla,Llar,148.28
2024-02-19,València,Llibres,195.98
2024-02-15,València,Llar,145.29
2024-02-19,Madrid,Esport,324.33
2024-11-20,València,Roba,236.61
2024-12-15,Madrid,Alimentació,428.64
2024-09-07,Madrid,Llibres,258.96
2024-03-21,Barcelona,Llibres,172.95
2024-12-28,"Barcelona, ES",Roba,330.93
2024-07-03,Málaga,Llibres,481.46
2024-10-22,Barcelona,Llibres,388.82
2024-09-09,Barcelona,Roba,292.46
2024-10-20,Málaga,Electrònica,NA
2024-12-06,Madrid,Llibres,467.45
2024-08-11,Girona,Joguines,367.66
2024-04-04,Málaga,Alimentació,195.12
2024-07-03,Barcelona,Roba,424.17
2024-02-15,Girona,Esport,19.58
2024-03-11,Barcelona,Llar,494.49
2024-10-18,Barcelona,Roba,341.03
2024-04-07,Girona,Llar,405.29
2024-04-03,Sevilla,Llibres,52.62
2024-01-26,Barcelona,Electrònica,206.97
2024-09-28,Barcelona,Alimentació,479.08
2024-12-21,Sevilla,Alimentació,287.33
2024-08-17,Madrid,Esport,427.44
2024-02-15,València,Llar,286.73
2024-03-26,Sevilla,Electrònica,119.13
2024-10-18,Madrid,Alimentació,148.5
2024-05-13,Saragossa,Electrònica,83.14
2024-05-03,Sevilla,Alimentació,466.25
2024-09-10,València,Electrònica,446.45
2024-10-16,Alacant,Roba,20.98
2024-07-09,Barcelona,Joguines,NA
2024-04-18,Málaga,Roba,333.35
2024-01-08,València,Joguines,452.64
2024-12-27,Girona,Electrònica,40.03
2024-07-20,Girona,Electrònica,241.99
2024-03-09,Saragossa,Electrònica,NA
2024-09-08,Bilbao,Llar,391.86
2024-04-01,Alacant,Electrònica,406.62
2024-09-20,Málaga,Llibres,13.96
2024-08-02,Madrid,Llar,217.71
2024-07-18,Barcelona,Llar,309.75
2024-06-12,Barcelona,Llar,122.89
2024-02-19,Barcelona,Llar,444.73
2024-09-19,Barcelona,Joguines,
2024-12-08,"Barcelona, ES",Electrònica,NA
2024-08-06,Madrid,Roba,329.33
2024-04-10,Barcelona,Llar,65.58
2024-02-03,Madrid,Esport,354.1
2024-06-28,Madrid,Llibres,186.63
2024-09-10,Málaga,Alimentació,137.43
2024-12-18,València,Electrònica,208.36
2024-10-16,Madrid,Alimentació,421.51
2024-09-08,Madrid,Esport,189.33
2024-03-02,Alacant,Llibres,383.28
2024-02-01,València,Electrònica,296.18
2024-05-27,Alacant,Electrònica,306.83
2024-08-01,Málaga,Llar,116.1
2024-07-06,Bilbao,Esport,NA
2024-05-02,Sevilla,Roba,455.48
2024-06-27,Málaga,Joguines,112.19
2024-01-11,Saragossa,Esport,216.64
2024-12-24,Girona,Joguines,197.11
2024-12-22,Madrid,Esport,288.44
2024-10-25,Sevilla,Alimentació,236.33
2024-04-05,Málaga,Roba,475.73
2024-02-08,Girona,Roba,200.33
2024-10-09,Madrid,Llibres,328.25
2024-10-01,Barcelona,Esport,418.82
2024-03-15,València,Llar,
2024-01-12,València,Joguines,207.26
2024-10-03,Madrid,Esport,476.88
2024-08-06,Madrid,Joguines,435.18
2024-03-08,Bilbao,Alimentació,329.71
2024-04-04,Bilbao,Alimentació,430.98
2024-10-11,Barcelona,Llibres,476.09
2024-05-09,Barcelona,Joguines,179.9
2024-12-02,Bilbao,Roba,255.93
2024-02-17,Barcelona,Alimentació,188.82
2024-11-14,Barcelona,Llar,75.82
2024-06-20,"Barcelona, ES",Roba,449.21
2024-06-16,Alacant,Roba,84.35
2024-01-10,Alacant,Esport,
2024-10-07,"Barcelona, ES",Esport,372.31
2024-10-23,Madrid,Alimentació,293.43
2024-11-24,Barcelona,Joguines,43.83
2024-02-08,Sevilla,Esport,368.31
2024-09-24,Barcelona,Esport,305.52
2024-11-17,Sevilla,Roba,418.82
2024-05-08,Madrid,Joguines,184.17
2024-08-11,Girona,Electrònica,225.28
2024-07-12,Barcelona,Esport,457.74
2024-11-16,Bilbao,Llar,118.73
2024-03-18,Madrid,Llar,334.62
2024-10-09,"Barcelona, ES",Roba,45.35
2024-07-17,Alacant,Esport,441.31
2024-04-06,Málaga,Electrònica,212.22
2024-09-23,Alacant,Llibres,435.38
2024-07-01,Saragossa,Electrònica,434.11
2024-07-14,Madrid,Llar,124.51
2024-05-04,Madrid,Joguines,297.78
2024-10-04,Alacant,Electrònica,460.76
2024-08-14,Bilbao,Llibres,148.2
2024-08-23,Barcelona,Alimentació,296.83
2024-09-03,Barcelona,Electrònica,188.09
2024-11-15,Madrid,Llar,362.65
2024-05-25,Barcelona,Roba,28.9
2024-09-17,Sevilla,Joguines,146.2
2024-07-11,Girona,Alimentació,NA
2024-12-24,Madrid,Esport,440.39
2024-06-04,Madrid,Alimentació,140.56
2024-08-08,Málaga,Roba,133.42
2024-10-25,Barcelona,Alimentació,74.8
2024-04-18,Málaga,Joguines,301.2
2024-01-18,Sevilla,Alimentació,
2024-01-12,Barcelona,Esport,225.19
2024-03-27,València,Electrònica,460.0
2024-02-15,Málaga,Llar,432.93
2024-05-24,Bilbao,Roba,373.42
2024-04-24,Barcelona,Alimentació,141.67
2024-11-24,València,Joguines,345.53
2024-01-14,Barcelona,Llibres,162.18
2024-09-22,Málaga,Llibres,NA
2024-11-21,Barcelona,Alimentació,436.7
2024-04-22,Barcelona,Llar,407.87
2024-12-16,Madrid,Alimentació,48.91
2024-09-28,Saragossa,Alimentació,
2024-02-16,Sevilla,Alimentació,24.21
2024-12-09,Bilbao,Llibres,320.67
2024-08-17,Bilbao,Alimentació,421.14
2024-05-22,València,Joguines,300.93
2024-09-16,Madrid,Alimentació,441.04
2024-05-14,Alacant,Roba,215.31
2024-03-15,Alacant,Llibres,350.0
2024-12-05,Girona,Llar,432.68
2024-10-14,Saragossa,Electrònica,256.21
2024-07-02,Sevilla,Roba,162.22
2024-07-26,València,Llar,32.04
2024-08-24,Madrid,Llibres,157.71
2024-07-08,Sevilla,Alimentació,390.88
2024-02-20,Bilbao,Alimentació,14.86
2024-12-01,"Barcelona, ES",Electrònica,169.98
2024-06-25,Girona,Electrònica,261.73
2024-06-18,Barcelona,Alimentació,200.79
2024-12-08,Madrid,Alimentació,169.09
2024-04-18,Girona,Electrònica,NA
2024-01-25,Alacant,Electrònica,396.72
2024-01-06,Madrid,Electrònica,387.34
2024-04-02,Madrid,Electrònica,192.04
2024-07-05,Málaga,Roba,42.88
2024-09-24,Saragossa,Llibres,12.3
2024-09-20,Alacant,Electrònica,397.35
2024-04-27,Bilbao,Roba,215.45
2024-12-01,Madrid,Llar,135.81
2024-11-19,València,Roba,115.02
2024-07-18,Madrid,Roba,268.94
2024-04-13,Barcelona,Llar,475.97
2024-09-23,Barcelona,Alimentació,17.32
2024-04-15,Madrid,Esport,158.75
2024-03-26,Bilbao,Electrònica,88.78
2024-08-19,Madrid,Alimentació,419.84
2024-09-24,Málaga,Joguines,384.87
2024-05-14,Madrid,Roba,23.07
2024-12-19,Bilbao,Joguines,
2024-12-07,Girona,Joguines,252.41
2024-11-08,Madrid,Llibres,279.63
2024-12-24,Barcelona,Electrònica,43.36
2024-03-25,Barcelona,Esport,87.27
2024-08-28,Alacant,Electrònica,250.12
2024-11-26,Sevilla,Alimentació,275.81
2024-07-01,Madrid,Llar,361.37
2024-11-09,Sevilla,Esport,284.09
2024-03-05,Madrid,Llibres,308.93
2024-12-12,Sevilla,Roba,109.26
2024-06-24,Saragossa,Joguines,86.3
2024-12-27,València,Roba,79.42
2024-02-01,Madrid,Alimentació,51.45
2024-08-11,Barcelona,Esport,82.44
2024-06-21,Sevilla,Alimentació,11.99
2024-04-09,Madrid,Joguines,366.01
2024-06-20,Girona,Roba,322.59
2024-04-03,Sevilla,Electrònica,143.59
2024-05-19,Barcelona,Joguines,324.19
2024-07-11,Sevilla,Joguines,142.23
2024-12-28,Bilbao,Llar,6.32
2024-04-07,Barcelona,Joguines,75.95
2024-08-28,Barcelona,Electrònica,30.83
2024-09-26,València,Llibres,154.77
2024-02-08,Sevilla,Llar,354.59
2024-06-10,Málaga,Roba,442.23
2024-04-06,Alacant,Joguines,75.73
2024-07-18,València,Llibres,344.26
2024-09-14,Bilbao,Alimentació,
2024-06-28,València,Llibres,214.92
2024-10-18,Málaga,Alimentació,93.61
2024-12-01,Barcelona,Roba,7.78
2024-05-11,Barcelona,Roba,253.88
2024-01-20,Madrid,Llibres,241.97
2024-01-23,Saragossa,Roba,485.71
2024-01-28,Saragossa,Llar,317.96
2024-08-06,València,Joguines,275.07
2024-02-02,Madrid,Esport,80.83
2024-12-06,Málaga,Alimentació,417.86
2024-02-02,València,Llibres,53.25
2024-09-09,Alacant,Alimentació,370.04
2024-06-27,Saragossa,Roba,88.76
2024-10-24,Alacant,Esport,
2024-11-13,València,Llibres,37.15
2024-09-05,Saragossa,Electrònica,27.03
2024-10-07,Saragossa,Llar,374.68
2024-01-10,Madrid,Roba,235.79
2024-12-03,Sevilla,Llar,459.42
2024-03-24,Barcelona,Roba,483.05
2024-03-26,Barcelona,Llibres,45.23
2024-12-08,Madrid,Llibres,451.23
2024-04-24,Girona,Alimentació,192.76
2024-05-06,Madrid,Esport,116.85
2024-04-09,Málaga,Alimentació,133.38
2024-08-09,Barcelona,Roba,177.69
2024-11-17,València,Llibres,89.38
2024-10-13,Barcelona,Esport,352.58
2024-06-21,"Barcelona, ES",Joguines,174.38
2024-09-18,Málaga,Joguines,259.07
2024-04-09,Madrid,Roba,NA
2024-02-17,Bilbao,Alimentació,236.29
2024-06-12,Sevilla,Llibres,21.76
2024-12-04,Bilbao,Joguines,83.58
2024-08-11,Madrid,Electrònica,182.21
2024-03-15,Sevilla,Joguines,
2024-10-15,Sevilla,Llibres,202.67
2024-04-09,Saragossa,Esport,340.89
2024-05-02,Alacant,Alimentació,450.93
2024-09-04,València,Joguines,290.86
2024-10-01,Barcelona,Alimentació,443.86
2024-12-17,Barcelona,Esport,69.3
2024-06-26,Alacant,Electrònica,384.08
2024-06-15,València,Llar,
2024-03-07,Málaga,Roba,96.37
2024-04-14,Barcelona,Alimentació,279.9
2024-06-01,València,Roba,277.17
2024-07-23,Madrid,Llar,416.52
2024-12-08,Girona,Electrònica,162.59
2024-03-13,Girona,Roba,366.53
2024-07-20,València,Electrònica,336.59
2024-10-01,Madrid,Esport,121.4
2024-06-11,València,Electrònica,377.08
2024-02-21,Madrid,Llar,109.56
2024-07-03,Madrid,Llibres,79.62
2024-05-13,Saragossa,Llar,NA
2024-07-06,Barcelona,Llibres,57.68
2024-02-12,Saragossa,Electrònica,205.21
2024-01-06,Madrid,Esport,344.72
2024-01-16,Bilbao,Llibres,386.82
2024-05-14,Madrid,Llibres,404.53
2024-08-17,Madrid,Llar,422.86
2024-06-04,"Barcelona, ES",Llar,194.82
2024-11-03,Barcelona,Roba,355.24
2024-05-07,València,Esport,230.22
2024-01-15,Madrid,Electrònica,232.82
2024-01-20,Saragossa,Roba,339.12
2024-01-18,Madrid,Roba,13.67
2024-06-10,Bilbao,Esport,367.29
2024-09-24,València,Alimentació,51.81
2024-12-05,Bilbao,Llar,175.97
2024-08-23,Bilbao,Joguines,466.47
2024-09-19,València,Electrònica,23.95
2024-10-24,Bilbao,Electrònica,490.23
2024-02-11,Alacant,Llibres,203.37
2024-03-24,Madrid,Llibres,44.25
2024-07-04,"Barcelona, ES",Esport,155.08
2024-09-18,Málaga,Alimentació,29.17
2024-10-16,Madrid,Llar,345.99
2024-03-09,València,Electrònica,455.32
2024-11-10,Madrid,Llar,392.12
2024-11-05,Madrid,Llar,488.07
2024-06-04,Madrid,Electrònica,114.42
2024-10-10,Saragossa,Esport,296.02
2024-11-20,Madrid,Llar,281.04
2024-06-11,Madrid,Joguines,233.66
2024-12-16,Madrid,Llibres,198.08
2024-07-02,Bilbao,Esport,317.54
2024-09-12,Barcelona,Llibres,187.75
2024-05-25,Madrid,Llibres,82.17
2024-10-06,Bilbao,Esport,497.93
2024-01-25,Alacant,Esport,494.89
2024-07-18,Barcelona,Esport,66.13
2024-07-07,Madrid,Electrònica,93.42
2024-03-25,Girona,Llibres,277.28
2024-06-25,Madrid,Esport,386.4
2024-11-04,Bilbao,Llibres,382.07
2024-06-17,Sevilla,Llar,204.96
2024-08-10,Málaga,Llar,437.3
2024-07-10,Barcelona,Joguines,234.69
2024-03-22,Málaga,Llar,211.96
2024-07-14,Barcelona,Electrònica,73.59
2024-10-17,Alacant,Esport,207.34
2024-01-11,Bilbao,Alimentació,238.6
2024-02-12,Barcelona,Esport,328.79
2024-09-17,Málaga,Joguines,231.6
2024-12-28,Madrid,Llar,461.09
2024-06-05,Madrid,Electrònica,233.28
2024-04-22,Bilbao,Alimentació,486.54
2024-09-21,Barcelona,Esport,436.68
2024-03-08,València,Electrònica,
2024-01-22,Saragossa,Joguines,237.75
2024-07-03,Girona,Roba,270.98
2024-12-25,Bilbao,Esport,222.07
2024-12-02,Madrid,Llar,363.95
2024-01-12,València,Esport,222.82
2024-02-04,Barcelona,Roba,292.01
2024-02-24,Barcelona,Llar,75.27
2024-04-26,València,Roba,322.81
2024-02-15,Málaga,Llar,379.71
2024-06-10,Saragossa,Roba,351.28
2024-10-09,Sevilla,Joguines,263.28
2024-01-08,Málaga,Esport,149.15
2024-12-06,Sevilla,Roba,222.73
2024-05-05,Girona,Llibres,305.69
2024-07-09,Bilbao,Electrònica,293.7
2024-03-19,Barcelona,Roba,374.0
2024-09-13,València,Alimentació,323.71
2024-10-28,València,Esport,433.38
2024-08-21,Barcelona,Esport,244.58
2024-07-01,Bilbao,Electrònica,158.11
2024-04-05,Madrid,Joguines,64.2
2024-04-12,València,Esport,453.62
2024-12-28,Málaga,Joguines,118.04
2024-04-12,Bilbao,Llar,476.25
2024-09-03,Madrid,Esport,271.18
2024-02-26,Barcelona,Esport,126.12
2024-12-06,Saragossa,Llibres,118.03
2024-12-15,Barcelona,Esport,142.35
2024-12-07,Girona,Electrònica,70.61
2024-05-02,Madrid,Alimentació,292.73
2024-08-04,Sevilla,Joguines,NA
2024-11-03,Barcelona,Electrònica,240.64
2024-02-18,Sevilla,Esport,286.82
2024-10-14,Málaga,Electrònica,224.11
2024-11-07,Sevilla,Llibres,230.85
2024-01-09,Girona,Esport,317.41
2024-06-17,València,Roba,153.32
2024-09-08,Madrid,Llibres,157.86
2024-08-04,Alacant,Alimentació,163.01
2024-09-16,València,Alimentació,218.85
2024-05-04,Alacant,Llar,345.04
2024-03-07,Girona,Joguines,157.06
2024-05-11,Girona,Llar,153.53
2024-10-07,Sevilla,Alimentació,99.99
2024-07-26,Barcelona,Alimentació,82.78
2024-09-16,Bilbao,Joguines,364.6
2024-04-09,València,Joguines,188.54
2024-05-11,Saragossa,Joguines,227.61
2024-07-19,València,Llar,
2024-07-02,Alacant,Roba,74.27
2024-08-25,Madrid,Joguines,108.26
2024-12-09,Madrid,Roba,
2024-07-26,Madrid,Esport,103.73
2024-04-20,València,Joguines,41.84
2024-03-11,Saragossa,Llibres,476.26
2024-01-25,Bilbao,Llibres,354.71
2024-04-09,Alacant,Esport,55.21
2024-11-11,Madrid,Roba,145.7
2024-08-05,Málaga,Electrònica,388.75
2024-07-27,Barcelona,Alimentació,289.17
2024-09-03,València,Roba,382.58
2024-05-18,Sevilla,Roba,74.53
2024-02-28,"Barcelona, ES",Llibres,478.81
2024-06-25,València,Alimentació,236.82
2024-08-12,Madrid,Llibres,133.22
2024-10-24,Alacant,Alimentació,208.34
2024-07-26,València,Electrònica,34.84
2024-09-12,Barcelona,Llar,480.1
2024-06-26,Sevilla,Roba,319.02
2024-12-03,Sevilla,Esport,268.22
2024-09-28,Málaga,Esport,306.97
2024-04-25,Barcelona,Llibres,142.05
2024-08-24,Barcelona,Roba,325.68
2024-06-15,Sevilla,Llibres,474.51
2024-01-13,Sevilla,Electrònica,198.02
2024-01-08,Madrid,Alimentació,115.33
2024-11-25,Madrid,Llar,104.16
2024-10-12,Málaga,Llibres,80.54
2024-03-07,Madrid,Electrònica,
2024-10-28,Barcelona,Alimentació,477.56
2024-06-28,Madrid,Alimentació,104.84
2024-03-14,Alacant,Alimentació,112.53
2024-06-01,Barcelona,Llar,474.27
2024-01-15,Málaga,Joguines,193.31
2024-08-15,València,Alimentació,297.16
2024-02-03,Alacant,Esport,363.64
2024-02-06,Girona,Electrònica,371.62
2024-06-24,Alacant,Llar,492.65
2024-09-12,València,Esport,231.19
2024-01-13,"Barcelona, ES",Llar,54.53
2024-06-10,Málaga,Llar,327.74
2024-04-23,Barcelona,Llibres,438.59
2024-01-09,Saragossa,Roba,NA
2024-04-06,Sevilla,Alimentació,74.41
2024-08-25,Barcelona,Esport,433.84
2024-11-10,Madrid,Llar,212.52
2024-03-17,Alacant,Llibres,335.99
2024-06-04,"Barcelona, ES",Electrònica,156.5
2024-11-12,Málaga,Roba,19.1
2024-01-11,Barcelona,Llar,NA
2024-03-14,Barcelona,Llar,362.65
2024-03-06,Barcelona,Roba,50.6
2024-02-04,Alacant,Llar,428.79
2024-09-15,Barcelona,Esport,5.36
2024-08-16,Málaga,Roba,329.91
2024-06-20,Bilbao,Electrònica,375.62
2024-10-07,Barcelona,Esport,471.43
2024-04-22,Barcelona,Electrònica,144.74
2024-10-04,Madrid,Roba,331.39
2024-06-23,Alacant,Llibres,260.87
2024-05-25,Málaga,Roba,332.29
2024-10-24,Alacant,Electrònica,400.89
2024-11-02,"Barcelona, ES",Alimentació,
2024-11-02,Málaga,Alimentació,164.65
2024-10-16,València,Roba,435.42
2024-10-13,València,Alimentació,135.09
2024-08-04,Girona,Llibres,462.32
2024-06-06,Madrid,Joguines,387.14
2024-08-22,Barcelona,Joguines,261.94
2024-02-26,Madrid,Llibres,
2024-09-05,Barcelona,Llar,64.54
2024-12-10,Barcelona,Roba,220.9
2024-02-28,Alacant,Alimentació,470.92
2024-09-07,Barcelona,Llibres,13.28
2024-12-24,Madrid,Esport,283.63
2024-09-17,Barcelona,Esport,119.06
2024-09-06,Madrid,Electrònica,319.28
2024-10-08,Málaga,Joguines,272.71
2024-10-14,Málaga,Roba,NA
2024-07-10,Madrid,Esport,447.4
2024-08-11,Barcelona,Roba,
2024-05-23,Sevilla,Roba,368.06
2024-10-03,Barcelona,Llar,243.06
2024-03-25,Alacant,Alimentació,83.92
2024-07-13,Sevilla,Alimentació,39.91
2024-05-05,Málaga,Electrònica,295.04
2024-11-05,Barcelona,Alimentació,381.49
2024-01-21,Barcelona,Roba,386.97
2024-10-16,Madrid,Llar,66.81
2024-12-20,València,Electrònica,378.35
2024-12-11,Málaga,Electrònica,446.1
2024-02-21,València,Esport,356.33
2024-08-25,Madrid,Esport,498.81
2024-10-20,Málaga,Alimentació,334.13
2024-12-14,València,Llibres,386.12
2024-12-24,Madrid,Roba,167.77
2024-11-27,Madrid,Roba,55.06
2024-08-08,Sevilla,Alimentació,334.49
2024-02-25,Málaga,Llar,419.52
2024-07-20,Sevilla,Llibres,302.82
2024-10-27,"Barcelona, ES",Electrònica,63.15
2024-04-12,Sevilla,Llibres,213.81
2024-07-23,Girona,Roba,222.92
2024-08-19,Málaga,Electrònica,407.51
2024-11-24,Girona,Llibres,111.94
2024-03-01,Bilbao,Roba,460.73
2024-01-24,València,Roba,343.09
2024-06-08,Madrid,Joguines,NA
2024-08-23,Alacant,Roba,84.49
2024-09-25,Málaga,Llibres,203.65
2024-06-25,Málaga,Joguines,48.99
2024-06-20,Sevilla,Joguines,117.65
2024-05-04,Málaga,Electrònica,159.9
2024-08-21,Barcelona,Llar,428.71
2024-08-12,Madrid,Llar,378.61
2024-03-11,Barcelona,Alimentació,454.87
2024-12-21,Sevilla,Joguines,93.06
2024-10-23,Barcelona,Electrònica,300.99
2024-11-13,Málaga,Alimentació,268.75
2024-07-05,Alacant,Electrònica,369.46
2024-05-20,Sevilla,Electrònica,116.29
2024-01-08,Sevilla,Llibres,18.05
2024-04-27,Saragossa,Alimentació,116.79
2024-11-26,Madrid,Electrònica,482.47
2024-10-16,Málaga,Llar,499.19
2024-04-14,Barcelona,Esport,315.49
2024-07-24,Madrid,Joguines,402.7
2024-05-14,Madrid,Alimentació,181.75
2024-12-05,Madrid,Joguines,127.21
2024-09-19,Barcelona,Joguines,355.64
2024-09-11,Barcelona,Joguines,361.45
2024-12-23,Bilbao,Esport,115.86
2024-05-19,Málaga,Llar,251.08
2024-07-03,Alacant,Alimentació,
2024-08-18,Bilbao,Roba,354.62
2024-02-22,Madrid,Llibres,129.75
2024-12-01,Saragossa,Llar,383.36
2024-03-13,Madrid,Llar,350.12
2024-05-11,Madrid,Joguines,473.4
2024-03-25,Sevilla,Llibres,432.05
2024-10-02,Saragossa,Roba,388.44
2024-02-20,Barcelona,Llar,367.62
2024-04-20,Girona,Alimentació,19.6
2024-08-24,Barcelona,Electrònica,204.76
2024-12-22,Madrid,Llar,239.83
2024-06-06,Barcelona,Roba,218.03
2024-05-16,Barcelona,Roba,117.19
2024-11-21,Barcelona,Llar,264.31
2024-01-20,Barcelona,Esport,NA
2024-06-04,Barcelona,Esport,
2024-06-13,Madrid,Joguines,283.87
2024-02-06,Barcelona,Esport,269.93
2024-06-04,Málaga,Alimentació,289.12
2024-08-23,Málaga,Joguines,78.68
2024-08-01,Bilbao,Esport,397.86
2024-02-26,Alacant,Roba,343.1
2024-10-17,Barcelona,Electrònica,303.73
2024-10-11,Alacant,Llibres,197.48
2024-08-04,Bilbao,Electrònica,186.02
2024-04-27,València,Joguines,182.37
2024-08-26,Málaga,Llibres,420.34
2024-02-28,Sevilla,Llibres,456.37
2024-10-19,Saragossa,Esport,275.46
2024-04-10,Madrid,Llar,150.01
2024-11-14,València,Llar,16.8
2024-02-11,Sevilla,Esport,251.32
2024-05-25,Saragossa,Electrònica,25.61
2024-02-10,Málaga,Llibres,273.68
2024-11-11,Girona,Esport,
2024-05-13,Barcelona,Esport,NA
2024-11-28,València,Esport,93.25
2024-06-22,Saragossa,Alimentació,475.23
2024-04-23,Madrid,Llibres,107.33
2024-11-20,Barcelona,Llar,346.25
2024-05-01,Málaga,Llibres,416.5
2024-03-13,Málaga,Roba,203.97
2024-03-05,Bilbao,Esport,441.56
2024-07-22,Sevilla,Joguines,158.32
2024-11-24,Málaga,Llar,210.86
2024-07-13,Madrid,Alimentació,246.67
2024-10-01,Bilbao,Llar,NA
2024-08-05,Bilbao,Alimentació,61.62
2024-03-26,València,Alimentació,87.85
2024-12-09,Alacant,Llibres,202.11
2024-09-10,Madrid,Esport,381.69
2024-07-27,Málaga,Alimentació,279.6
2024-08-07,Barcelona,Electrònica,59.13
2024-04-02,Málaga,Alimentació,348.34
2024-02-08,València,Roba,75.67
2024-10-25,Barcelona,Esport,98.54
2024-04-24,Madrid,Esport,
2024-03-11,Málaga,Roba,178.31
2024-04-21,Barcelona,Llar,149.44
2024-02-08,Barcelona,Alimentació,361.98
2024-01-28,València,Joguines,266.64
2024-09-06,Barcelona,Roba,NA
2024-11-03,València,Esport,
2024-12-06,Saragossa,Roba,76.03
2024-02-22,Madrid,Llar,
2024-01-27,Madrid,Esport,116.14
2024-11-02,Sevilla,Electrònica,
2024-08-19,Bilbao,Roba,196.45
2024-12-08,Saragossa,Esport,490.16
2024-11-15,València,Alimentació,440.32
2024-04-05,Madrid,Llibres,483.85
2024-05-06,Madrid,Electrònica,153.43
2024-01-15,València,Esport,493.81
2024-03-27,Bilbao,Alimentació,213.46
2024-07-15,Girona,Llar,234.44
2024-06-11,Bilbao,Alimentació,106.93
2024-04-23,Barcelona,Alimentació,366.01
2024-10-12,Málaga,Esport,397.08
2024-06-21,Madrid,Llar,58.78
2024-11-15,Madrid,Joguines,435.7
2024-07-02,Barcelona,Roba,82.58
2024-07-17,València,Llar,
2024-04-13,Sevilla,Alimentació,374.26
2024-10-25,Barcelona,Llar,401.41
2024-03-14,Madrid,Alimentació,69.62
2024-08-11,Bilbao,Joguines,368.98
2024-01-22,Barcelona,Electrònica,9.29
2024-01-11,Málaga,Roba,181.56
2024-12-05,Alacant,Roba,184.66
2024-06-19,Málaga,Llar,353.28
2024-05-10,Barcelona,Esport,440.88
2024-03-14,Barcelona,Esport,283.02
2024-11-16,Saragossa,Roba,452.31
2024-02-22,Alacant,Llar,24.49
2024-07-16,Madrid,Alimentació,295.16
2024-06-15,Sevilla,Alimentació,14.83
2024-08-22,Sevilla,Roba,443.81
2024-02-06,Barcelona,Roba,458.8
2024-02-26,Alacant,Alimentació,163.75
2024-12-26,Alacant,Electrònica,491.87
2024-08-01,Bilbao,Esport,88.68
2024-05-07,València,Esport,16.6
2024-06-06,Barcelona,Alimentació,135.24
2024-07-11,Barcelona,Llibres,330.06
2024-11-03,Madrid,Electrònica,489.23
2024-10-01,Girona,Electrònica,103.82
2024-08-13,Madrid,Llibres,349.94
2024-06-12,"Barcelona, ES",Joguines,215.13
2024-12-11,Barcelona,Roba,278.43
2024-08-10,Madrid,Llar,46.97
2024-11-11,Málaga,Electrònica,
2024-03-26,Girona,Alimentació,189.83
2024-03-19,"Barcelona, ES",Joguines,42.33
2024-12-01,Girona,Roba,310.64
2024-03-19,Bilbao,Joguines,317.35
2024-06-26,Bilbao,Esport,353.55
